id,label,path
10388,angry,./images/train\angry\10388.jpg
1039,angry,./images/train\angry\1039.jpg
10394,angry,./images/train\angry\10394.jpg
10397,angry,./images/train\angry\10397.jpg
10401,angry,./images/train\angry\10401.jpg
10420,angry,./images/train\angry\10420.jpg
10429,angry,./images/train\angry\10429.jpg
10430,angry,./images/train\angry\10430.jpg
10431,angry,./images/train\angry\10431.jpg
10439,angry,./images/train\angry\10439.jpg
10440,angry,./images/train\angry\10440.jpg
10441,angry,./images/train\angry\10441.jpg
10462,angry,./images/train\angry\10462.jpg
10472,angry,./images/train\angry\10472.jpg
10475,angry,./images/train\angry\10475.jpg
10490,angry,./images/train\angry\10490.jpg
10497,angry,./images/train\angry\10497.jpg
1051,angry,./images/train\angry\1051.jpg
10510,angry,./images/train\angry\10510.jpg
10511,angry,./images/train\angry\10511.jpg
10541,angry,./images/train\angry\10541.jpg
10544,angry,./images/train\angry\10544.jpg
10548,angry,./images/train\angry\10548.jpg
10563,angry,./images/train\angry\10563.jpg
10573,angry,./images/train\angry\10573.jpg
10592,angry,./images/train\angry\10592.jpg
10595,angry,./images/train\angry\10595.jpg
10603,angry,./images/train\angry\10603.jpg
10604,angry,./images/train\angry\10604.jpg
1061,angry,./images/train\angry\1061.jpg
10616,angry,./images/train\angry\10616.jpg
10619,angry,./images/train\angry\10619.jpg
10623,angry,./images/train\angry\10623.jpg
10626,angry,./images/train\angry\10626.jpg
10651,angry,./images/train\angry\10651.jpg
10656,angry,./images/train\angry\10656.jpg
1066,angry,./images/train\angry\1066.jpg
10661,angry,./images/train\angry\10661.jpg
10666,angry,./images/train\angry\10666.jpg
10682,angry,./images/train\angry\10682.jpg
10692,angry,./images/train\angry\10692.jpg
107,angry,./images/train\angry\107.jpg
10714,angry,./images/train\angry\10714.jpg
10716,angry,./images/train\angry\10716.jpg
10726,angry,./images/train\angry\10726.jpg
10729,angry,./images/train\angry\10729.jpg
10771,angry,./images/train\angry\10771.jpg
10785,angry,./images/train\angry\10785.jpg
10786,angry,./images/train\angry\10786.jpg
10790,angry,./images/train\angry\10790.jpg
10805,angry,./images/train\angry\10805.jpg
10812,angry,./images/train\angry\10812.jpg
10814,angry,./images/train\angry\10814.jpg
10819,angry,./images/train\angry\10819.jpg
10821,angry,./images/train\angry\10821.jpg
10831,angry,./images/train\angry\10831.jpg
10851,angry,./images/train\angry\10851.jpg
10874,angry,./images/train\angry\10874.jpg
10889,angry,./images/train\angry\10889.jpg
10890,angry,./images/train\angry\10890.jpg
10894,angry,./images/train\angry\10894.jpg
1090,angry,./images/train\angry\1090.jpg
10900,angry,./images/train\angry\10900.jpg
10904,angry,./images/train\angry\10904.jpg
10907,angry,./images/train\angry\10907.jpg
10908,angry,./images/train\angry\10908.jpg
10913,angry,./images/train\angry\10913.jpg
10915,angry,./images/train\angry\10915.jpg
10918,angry,./images/train\angry\10918.jpg
10925,angry,./images/train\angry\10925.jpg
10928,angry,./images/train\angry\10928.jpg
10939,angry,./images/train\angry\10939.jpg
10942,angry,./images/train\angry\10942.jpg
10947,angry,./images/train\angry\10947.jpg
10959,angry,./images/train\angry\10959.jpg
10961,angry,./images/train\angry\10961.jpg
10965,angry,./images/train\angry\10965.jpg
10973,angry,./images/train\angry\10973.jpg
1098,angry,./images/train\angry\1098.jpg
10984,angry,./images/train\angry\10984.jpg
10988,angry,./images/train\angry\10988.jpg
10989,angry,./images/train\angry\10989.jpg
10994,angry,./images/train\angry\10994.jpg
11004,angry,./images/train\angry\11004.jpg
11008,angry,./images/train\angry\11008.jpg
11011,angry,./images/train\angry\11011.jpg
11014,angry,./images/train\angry\11014.jpg
11018,angry,./images/train\angry\11018.jpg
1102,angry,./images/train\angry\1102.jpg
11042,angry,./images/train\angry\11042.jpg
1105,angry,./images/train\angry\1105.jpg
11053,angry,./images/train\angry\11053.jpg
11060,angry,./images/train\angry\11060.jpg
1108,angry,./images/train\angry\1108.jpg
11083,angry,./images/train\angry\11083.jpg
11102,angry,./images/train\angry\11102.jpg
11109,angry,./images/train\angry\11109.jpg
11113,angry,./images/train\angry\11113.jpg
11117,angry,./images/train\angry\11117.jpg
11118,angry,./images/train\angry\11118.jpg
11151,angry,./images/train\angry\11151.jpg
11153,angry,./images/train\angry\11153.jpg
11174,angry,./images/train\angry\11174.jpg
11181,angry,./images/train\angry\11181.jpg
11190,angry,./images/train\angry\11190.jpg
11205,angry,./images/train\angry\11205.jpg
11206,angry,./images/train\angry\11206.jpg
11215,angry,./images/train\angry\11215.jpg
1122,angry,./images/train\angry\1122.jpg
1123,angry,./images/train\angry\1123.jpg
11235,angry,./images/train\angry\11235.jpg
11258,angry,./images/train\angry\11258.jpg
11267,angry,./images/train\angry\11267.jpg
11268,angry,./images/train\angry\11268.jpg
11274,angry,./images/train\angry\11274.jpg
11286,angry,./images/train\angry\11286.jpg
11289,angry,./images/train\angry\11289.jpg
11301,angry,./images/train\angry\11301.jpg
11315,angry,./images/train\angry\11315.jpg
11325,angry,./images/train\angry\11325.jpg
11377,angry,./images/train\angry\11377.jpg
11379,angry,./images/train\angry\11379.jpg
11385,angry,./images/train\angry\11385.jpg
11386,angry,./images/train\angry\11386.jpg
11389,angry,./images/train\angry\11389.jpg
11403,angry,./images/train\angry\11403.jpg
11410,angry,./images/train\angry\11410.jpg
11411,angry,./images/train\angry\11411.jpg
11420,angry,./images/train\angry\11420.jpg
11426,angry,./images/train\angry\11426.jpg
11432,angry,./images/train\angry\11432.jpg
11449,angry,./images/train\angry\11449.jpg
11458,angry,./images/train\angry\11458.jpg
11460,angry,./images/train\angry\11460.jpg
11464,angry,./images/train\angry\11464.jpg
1147,angry,./images/train\angry\1147.jpg
11474,angry,./images/train\angry\11474.jpg
11475,angry,./images/train\angry\11475.jpg
11480,angry,./images/train\angry\11480.jpg
1150,angry,./images/train\angry\1150.jpg
11534,angry,./images/train\angry\11534.jpg
11537,angry,./images/train\angry\11537.jpg
11545,angry,./images/train\angry\11545.jpg
11548,angry,./images/train\angry\11548.jpg
11550,angry,./images/train\angry\11550.jpg
11557,angry,./images/train\angry\11557.jpg
11571,angry,./images/train\angry\11571.jpg
11572,angry,./images/train\angry\11572.jpg
11577,angry,./images/train\angry\11577.jpg
1158,angry,./images/train\angry\1158.jpg
1160,angry,./images/train\angry\1160.jpg
11606,angry,./images/train\angry\11606.jpg
11607,angry,./images/train\angry\11607.jpg
11617,angry,./images/train\angry\11617.jpg
11623,angry,./images/train\angry\11623.jpg
11641,angry,./images/train\angry\11641.jpg
11644,angry,./images/train\angry\11644.jpg
11645,angry,./images/train\angry\11645.jpg
11647,angry,./images/train\angry\11647.jpg
1166,angry,./images/train\angry\1166.jpg
11669,angry,./images/train\angry\11669.jpg
1168,angry,./images/train\angry\1168.jpg
11688,angry,./images/train\angry\11688.jpg
117,angry,./images/train\angry\117.jpg
1170,angry,./images/train\angry\1170.jpg
11707,angry,./images/train\angry\11707.jpg
11708,angry,./images/train\angry\11708.jpg
11714,angry,./images/train\angry\11714.jpg
11732,angry,./images/train\angry\11732.jpg
11735,angry,./images/train\angry\11735.jpg
11744,angry,./images/train\angry\11744.jpg
11755,angry,./images/train\angry\11755.jpg
11756,angry,./images/train\angry\11756.jpg
11759,angry,./images/train\angry\11759.jpg
11764,angry,./images/train\angry\11764.jpg
11769,angry,./images/train\angry\11769.jpg
1178,angry,./images/train\angry\1178.jpg
11781,angry,./images/train\angry\11781.jpg
11805,angry,./images/train\angry\11805.jpg
1181,angry,./images/train\angry\1181.jpg
11820,angry,./images/train\angry\11820.jpg
11825,angry,./images/train\angry\11825.jpg
11863,angry,./images/train\angry\11863.jpg
11877,angry,./images/train\angry\11877.jpg
11882,angry,./images/train\angry\11882.jpg
11887,angry,./images/train\angry\11887.jpg
11898,angry,./images/train\angry\11898.jpg
11905,angry,./images/train\angry\11905.jpg
11918,angry,./images/train\angry\11918.jpg
1192,angry,./images/train\angry\1192.jpg
11922,angry,./images/train\angry\11922.jpg
11929,angry,./images/train\angry\11929.jpg
1194,angry,./images/train\angry\1194.jpg
11959,angry,./images/train\angry\11959.jpg
11965,angry,./images/train\angry\11965.jpg
120,angry,./images/train\angry\120.jpg
1200,angry,./images/train\angry\1200.jpg
12016,angry,./images/train\angry\12016.jpg
12022,angry,./images/train\angry\12022.jpg
12025,angry,./images/train\angry\12025.jpg
12027,angry,./images/train\angry\12027.jpg
12034,angry,./images/train\angry\12034.jpg
1204,angry,./images/train\angry\1204.jpg
12048,angry,./images/train\angry\12048.jpg
12049,angry,./images/train\angry\12049.jpg
12055,angry,./images/train\angry\12055.jpg
12075,angry,./images/train\angry\12075.jpg
1210,angry,./images/train\angry\1210.jpg
1211,angry,./images/train\angry\1211.jpg
12110,angry,./images/train\angry\12110.jpg
12118,angry,./images/train\angry\12118.jpg
12124,angry,./images/train\angry\12124.jpg
1213,angry,./images/train\angry\1213.jpg
12133,angry,./images/train\angry\12133.jpg
12142,angry,./images/train\angry\12142.jpg
12146,angry,./images/train\angry\12146.jpg
12155,angry,./images/train\angry\12155.jpg
1216,angry,./images/train\angry\1216.jpg
12181,angry,./images/train\angry\12181.jpg
12196,angry,./images/train\angry\12196.jpg
12198,angry,./images/train\angry\12198.jpg
122,angry,./images/train\angry\122.jpg
12203,angry,./images/train\angry\12203.jpg
12206,angry,./images/train\angry\12206.jpg
1221,angry,./images/train\angry\1221.jpg
12211,angry,./images/train\angry\12211.jpg
12213,angry,./images/train\angry\12213.jpg
12218,angry,./images/train\angry\12218.jpg
12222,angry,./images/train\angry\12222.jpg
12231,angry,./images/train\angry\12231.jpg
12235,angry,./images/train\angry\12235.jpg
12249,angry,./images/train\angry\12249.jpg
1225,angry,./images/train\angry\1225.jpg
12254,angry,./images/train\angry\12254.jpg
1226,angry,./images/train\angry\1226.jpg
12262,angry,./images/train\angry\12262.jpg
12270,angry,./images/train\angry\12270.jpg
12275,angry,./images/train\angry\12275.jpg
12283,angry,./images/train\angry\12283.jpg
12294,angry,./images/train\angry\12294.jpg
12298,angry,./images/train\angry\12298.jpg
123,angry,./images/train\angry\123.jpg
12304,angry,./images/train\angry\12304.jpg
12310,angry,./images/train\angry\12310.jpg
12314,angry,./images/train\angry\12314.jpg
12316,angry,./images/train\angry\12316.jpg
12328,angry,./images/train\angry\12328.jpg
1233,angry,./images/train\angry\1233.jpg
12365,angry,./images/train\angry\12365.jpg
12367,angry,./images/train\angry\12367.jpg
12375,angry,./images/train\angry\12375.jpg
12392,angry,./images/train\angry\12392.jpg
12400,angry,./images/train\angry\12400.jpg
12404,angry,./images/train\angry\12404.jpg
12419,angry,./images/train\angry\12419.jpg
1242,angry,./images/train\angry\1242.jpg
12421,angry,./images/train\angry\12421.jpg
12432,angry,./images/train\angry\12432.jpg
12443,angry,./images/train\angry\12443.jpg
12450,angry,./images/train\angry\12450.jpg
12451,angry,./images/train\angry\12451.jpg
12456,angry,./images/train\angry\12456.jpg
12459,angry,./images/train\angry\12459.jpg
12469,angry,./images/train\angry\12469.jpg
12474,angry,./images/train\angry\12474.jpg
12475,angry,./images/train\angry\12475.jpg
12476,angry,./images/train\angry\12476.jpg
12483,angry,./images/train\angry\12483.jpg
12494,angry,./images/train\angry\12494.jpg
1250,angry,./images/train\angry\1250.jpg
12503,angry,./images/train\angry\12503.jpg
12511,angry,./images/train\angry\12511.jpg
1252,angry,./images/train\angry\1252.jpg
12525,angry,./images/train\angry\12525.jpg
12532,angry,./images/train\angry\12532.jpg
12540,angry,./images/train\angry\12540.jpg
12543,angry,./images/train\angry\12543.jpg
1255,angry,./images/train\angry\1255.jpg
12552,angry,./images/train\angry\12552.jpg
12584,angry,./images/train\angry\12584.jpg
12585,angry,./images/train\angry\12585.jpg
12595,angry,./images/train\angry\12595.jpg
126,angry,./images/train\angry\126.jpg
12613,angry,./images/train\angry\12613.jpg
12616,angry,./images/train\angry\12616.jpg
12622,angry,./images/train\angry\12622.jpg
12633,angry,./images/train\angry\12633.jpg
12635,angry,./images/train\angry\12635.jpg
12644,angry,./images/train\angry\12644.jpg
12645,angry,./images/train\angry\12645.jpg
12666,angry,./images/train\angry\12666.jpg
12667,angry,./images/train\angry\12667.jpg
12669,angry,./images/train\angry\12669.jpg
1267,angry,./images/train\angry\1267.jpg
12675,angry,./images/train\angry\12675.jpg
12679,angry,./images/train\angry\12679.jpg
1268,angry,./images/train\angry\1268.jpg
12681,angry,./images/train\angry\12681.jpg
12688,angry,./images/train\angry\12688.jpg
12693,angry,./images/train\angry\12693.jpg
12710,angry,./images/train\angry\12710.jpg
12735,angry,./images/train\angry\12735.jpg
12746,angry,./images/train\angry\12746.jpg
12747,angry,./images/train\angry\12747.jpg
12751,angry,./images/train\angry\12751.jpg
12752,angry,./images/train\angry\12752.jpg
12769,angry,./images/train\angry\12769.jpg
12770,angry,./images/train\angry\12770.jpg
12778,angry,./images/train\angry\12778.jpg
12783,angry,./images/train\angry\12783.jpg
12817,angry,./images/train\angry\12817.jpg
12846,angry,./images/train\angry\12846.jpg
12853,angry,./images/train\angry\12853.jpg
12855,angry,./images/train\angry\12855.jpg
12860,angry,./images/train\angry\12860.jpg
12863,angry,./images/train\angry\12863.jpg
12874,angry,./images/train\angry\12874.jpg
12876,angry,./images/train\angry\12876.jpg
12889,angry,./images/train\angry\12889.jpg
12915,angry,./images/train\angry\12915.jpg
12947,angry,./images/train\angry\12947.jpg
12962,angry,./images/train\angry\12962.jpg
12968,angry,./images/train\angry\12968.jpg
12970,angry,./images/train\angry\12970.jpg
12971,angry,./images/train\angry\12971.jpg
12972,angry,./images/train\angry\12972.jpg
12975,angry,./images/train\angry\12975.jpg
12984,angry,./images/train\angry\12984.jpg
12989,angry,./images/train\angry\12989.jpg
1299,angry,./images/train\angry\1299.jpg
13001,angry,./images/train\angry\13001.jpg
13013,angry,./images/train\angry\13013.jpg
13019,angry,./images/train\angry\13019.jpg
13022,angry,./images/train\angry\13022.jpg
13038,angry,./images/train\angry\13038.jpg
13055,angry,./images/train\angry\13055.jpg
13075,angry,./images/train\angry\13075.jpg
1308,angry,./images/train\angry\1308.jpg
13094,angry,./images/train\angry\13094.jpg
13095,angry,./images/train\angry\13095.jpg
1311,angry,./images/train\angry\1311.jpg
13125,angry,./images/train\angry\13125.jpg
13128,angry,./images/train\angry\13128.jpg
13134,angry,./images/train\angry\13134.jpg
13141,angry,./images/train\angry\13141.jpg
13148,angry,./images/train\angry\13148.jpg
13149,angry,./images/train\angry\13149.jpg
13159,angry,./images/train\angry\13159.jpg
1317,angry,./images/train\angry\1317.jpg
13182,angry,./images/train\angry\13182.jpg
13190,angry,./images/train\angry\13190.jpg
13201,angry,./images/train\angry\13201.jpg
13207,angry,./images/train\angry\13207.jpg
13208,angry,./images/train\angry\13208.jpg
13210,angry,./images/train\angry\13210.jpg
13216,angry,./images/train\angry\13216.jpg
13223,angry,./images/train\angry\13223.jpg
13224,angry,./images/train\angry\13224.jpg
13238,angry,./images/train\angry\13238.jpg
13239,angry,./images/train\angry\13239.jpg
13256,angry,./images/train\angry\13256.jpg
13297,angry,./images/train\angry\13297.jpg
13324,angry,./images/train\angry\13324.jpg
13345,angry,./images/train\angry\13345.jpg
13352,angry,./images/train\angry\13352.jpg
13355,angry,./images/train\angry\13355.jpg
1338,angry,./images/train\angry\1338.jpg
13386,angry,./images/train\angry\13386.jpg
13391,angry,./images/train\angry\13391.jpg
13399,angry,./images/train\angry\13399.jpg
134,angry,./images/train\angry\134.jpg
13402,angry,./images/train\angry\13402.jpg
13403,angry,./images/train\angry\13403.jpg
13408,angry,./images/train\angry\13408.jpg
13415,angry,./images/train\angry\13415.jpg
13416,angry,./images/train\angry\13416.jpg
13418,angry,./images/train\angry\13418.jpg
13425,angry,./images/train\angry\13425.jpg
13437,angry,./images/train\angry\13437.jpg
13442,angry,./images/train\angry\13442.jpg
13451,angry,./images/train\angry\13451.jpg
13452,angry,./images/train\angry\13452.jpg
13463,angry,./images/train\angry\13463.jpg
13478,angry,./images/train\angry\13478.jpg
13481,angry,./images/train\angry\13481.jpg
1349,angry,./images/train\angry\1349.jpg
13499,angry,./images/train\angry\13499.jpg
13503,angry,./images/train\angry\13503.jpg
13511,angry,./images/train\angry\13511.jpg
13517,angry,./images/train\angry\13517.jpg
13543,angry,./images/train\angry\13543.jpg
13550,angry,./images/train\angry\13550.jpg
13559,angry,./images/train\angry\13559.jpg
13568,angry,./images/train\angry\13568.jpg
13577,angry,./images/train\angry\13577.jpg
13621,angry,./images/train\angry\13621.jpg
13636,angry,./images/train\angry\13636.jpg
13640,angry,./images/train\angry\13640.jpg
1365,angry,./images/train\angry\1365.jpg
13673,angry,./images/train\angry\13673.jpg
13675,angry,./images/train\angry\13675.jpg
13676,angry,./images/train\angry\13676.jpg
13680,angry,./images/train\angry\13680.jpg
1370,angry,./images/train\angry\1370.jpg
1372,angry,./images/train\angry\1372.jpg
1373,angry,./images/train\angry\1373.jpg
13735,angry,./images/train\angry\13735.jpg
1374,angry,./images/train\angry\1374.jpg
13742,angry,./images/train\angry\13742.jpg
13745,angry,./images/train\angry\13745.jpg
13746,angry,./images/train\angry\13746.jpg
13748,angry,./images/train\angry\13748.jpg
1375,angry,./images/train\angry\1375.jpg
13768,angry,./images/train\angry\13768.jpg
13770,angry,./images/train\angry\13770.jpg
13778,angry,./images/train\angry\13778.jpg
13781,angry,./images/train\angry\13781.jpg
13787,angry,./images/train\angry\13787.jpg
13791,angry,./images/train\angry\13791.jpg
13797,angry,./images/train\angry\13797.jpg
13809,angry,./images/train\angry\13809.jpg
13831,angry,./images/train\angry\13831.jpg
1384,angry,./images/train\angry\1384.jpg
13844,angry,./images/train\angry\13844.jpg
13858,angry,./images/train\angry\13858.jpg
13861,angry,./images/train\angry\13861.jpg
13862,angry,./images/train\angry\13862.jpg
13892,angry,./images/train\angry\13892.jpg
13902,angry,./images/train\angry\13902.jpg
13903,angry,./images/train\angry\13903.jpg
1392,angry,./images/train\angry\1392.jpg
13926,angry,./images/train\angry\13926.jpg
1393,angry,./images/train\angry\1393.jpg
13934,angry,./images/train\angry\13934.jpg
13936,angry,./images/train\angry\13936.jpg
13941,angry,./images/train\angry\13941.jpg
13942,angry,./images/train\angry\13942.jpg
13948,angry,./images/train\angry\13948.jpg
13950,angry,./images/train\angry\13950.jpg
13951,angry,./images/train\angry\13951.jpg
13952,angry,./images/train\angry\13952.jpg
13956,angry,./images/train\angry\13956.jpg
13958,angry,./images/train\angry\13958.jpg
1396,angry,./images/train\angry\1396.jpg
13961,angry,./images/train\angry\13961.jpg
13967,angry,./images/train\angry\13967.jpg
1397,angry,./images/train\angry\1397.jpg
13981,angry,./images/train\angry\13981.jpg
14008,angry,./images/train\angry\14008.jpg
14018,angry,./images/train\angry\14018.jpg
14029,angry,./images/train\angry\14029.jpg
14046,angry,./images/train\angry\14046.jpg
14056,angry,./images/train\angry\14056.jpg
14061,angry,./images/train\angry\14061.jpg
14064,angry,./images/train\angry\14064.jpg
14071,angry,./images/train\angry\14071.jpg
14083,angry,./images/train\angry\14083.jpg
14085,angry,./images/train\angry\14085.jpg
14095,angry,./images/train\angry\14095.jpg
14096,angry,./images/train\angry\14096.jpg
14104,angry,./images/train\angry\14104.jpg
1412,angry,./images/train\angry\1412.jpg
14126,angry,./images/train\angry\14126.jpg
14129,angry,./images/train\angry\14129.jpg
1413,angry,./images/train\angry\1413.jpg
14137,angry,./images/train\angry\14137.jpg
14142,angry,./images/train\angry\14142.jpg
14143,angry,./images/train\angry\14143.jpg
14147,angry,./images/train\angry\14147.jpg
14164,angry,./images/train\angry\14164.jpg
14166,angry,./images/train\angry\14166.jpg
14168,angry,./images/train\angry\14168.jpg
14172,angry,./images/train\angry\14172.jpg
14179,angry,./images/train\angry\14179.jpg
14184,angry,./images/train\angry\14184.jpg
14196,angry,./images/train\angry\14196.jpg
14202,angry,./images/train\angry\14202.jpg
14213,angry,./images/train\angry\14213.jpg
14215,angry,./images/train\angry\14215.jpg
14217,angry,./images/train\angry\14217.jpg
14221,angry,./images/train\angry\14221.jpg
14248,angry,./images/train\angry\14248.jpg
14266,angry,./images/train\angry\14266.jpg
14296,angry,./images/train\angry\14296.jpg
14299,angry,./images/train\angry\14299.jpg
14304,angry,./images/train\angry\14304.jpg
14312,angry,./images/train\angry\14312.jpg
14313,angry,./images/train\angry\14313.jpg
14338,angry,./images/train\angry\14338.jpg
14344,angry,./images/train\angry\14344.jpg
14353,angry,./images/train\angry\14353.jpg
14359,angry,./images/train\angry\14359.jpg
14368,angry,./images/train\angry\14368.jpg
14412,angry,./images/train\angry\14412.jpg
14416,angry,./images/train\angry\14416.jpg
14426,angry,./images/train\angry\14426.jpg
1443,angry,./images/train\angry\1443.jpg
14439,angry,./images/train\angry\14439.jpg
1444,angry,./images/train\angry\1444.jpg
14445,angry,./images/train\angry\14445.jpg
14453,angry,./images/train\angry\14453.jpg
14460,angry,./images/train\angry\14460.jpg
14478,angry,./images/train\angry\14478.jpg
1448,angry,./images/train\angry\1448.jpg
14482,angry,./images/train\angry\14482.jpg
1450,angry,./images/train\angry\1450.jpg
14501,angry,./images/train\angry\14501.jpg
14511,angry,./images/train\angry\14511.jpg
14526,angry,./images/train\angry\14526.jpg
1453,angry,./images/train\angry\1453.jpg
14575,angry,./images/train\angry\14575.jpg
14583,angry,./images/train\angry\14583.jpg
14599,angry,./images/train\angry\14599.jpg
14603,angry,./images/train\angry\14603.jpg
14604,angry,./images/train\angry\14604.jpg
14614,angry,./images/train\angry\14614.jpg
14616,angry,./images/train\angry\14616.jpg
1462,angry,./images/train\angry\1462.jpg
14638,angry,./images/train\angry\14638.jpg
14640,angry,./images/train\angry\14640.jpg
14661,angry,./images/train\angry\14661.jpg
14667,angry,./images/train\angry\14667.jpg
14669,angry,./images/train\angry\14669.jpg
14679,angry,./images/train\angry\14679.jpg
1468,angry,./images/train\angry\1468.jpg
14698,angry,./images/train\angry\14698.jpg
14709,angry,./images/train\angry\14709.jpg
14719,angry,./images/train\angry\14719.jpg
14739,angry,./images/train\angry\14739.jpg
14752,angry,./images/train\angry\14752.jpg
14758,angry,./images/train\angry\14758.jpg
14763,angry,./images/train\angry\14763.jpg
14768,angry,./images/train\angry\14768.jpg
14773,angry,./images/train\angry\14773.jpg
14776,angry,./images/train\angry\14776.jpg
14778,angry,./images/train\angry\14778.jpg
14791,angry,./images/train\angry\14791.jpg
14801,angry,./images/train\angry\14801.jpg
14807,angry,./images/train\angry\14807.jpg
14826,angry,./images/train\angry\14826.jpg
14827,angry,./images/train\angry\14827.jpg
1483,angry,./images/train\angry\1483.jpg
14856,angry,./images/train\angry\14856.jpg
14864,angry,./images/train\angry\14864.jpg
14865,angry,./images/train\angry\14865.jpg
14873,angry,./images/train\angry\14873.jpg
149,angry,./images/train\angry\149.jpg
1490,angry,./images/train\angry\1490.jpg
14928,angry,./images/train\angry\14928.jpg
14936,angry,./images/train\angry\14936.jpg
14937,angry,./images/train\angry\14937.jpg
14961,angry,./images/train\angry\14961.jpg
14976,angry,./images/train\angry\14976.jpg
14977,angry,./images/train\angry\14977.jpg
14989,angry,./images/train\angry\14989.jpg
14993,angry,./images/train\angry\14993.jpg
150,angry,./images/train\angry\150.jpg
15000,angry,./images/train\angry\15000.jpg
15002,angry,./images/train\angry\15002.jpg
15005,angry,./images/train\angry\15005.jpg
15014,angry,./images/train\angry\15014.jpg
15020,angry,./images/train\angry\15020.jpg
15023,angry,./images/train\angry\15023.jpg
15048,angry,./images/train\angry\15048.jpg
15055,angry,./images/train\angry\15055.jpg
15064,angry,./images/train\angry\15064.jpg
15068,angry,./images/train\angry\15068.jpg
15069,angry,./images/train\angry\15069.jpg
15080,angry,./images/train\angry\15080.jpg
15083,angry,./images/train\angry\15083.jpg
15089,angry,./images/train\angry\15089.jpg
15111,angry,./images/train\angry\15111.jpg
15112,angry,./images/train\angry\15112.jpg
15122,angry,./images/train\angry\15122.jpg
1513,angry,./images/train\angry\1513.jpg
15133,angry,./images/train\angry\15133.jpg
15136,angry,./images/train\angry\15136.jpg
15139,angry,./images/train\angry\15139.jpg
15157,angry,./images/train\angry\15157.jpg
15160,angry,./images/train\angry\15160.jpg
1520,angry,./images/train\angry\1520.jpg
1522,angry,./images/train\angry\1522.jpg
15223,angry,./images/train\angry\15223.jpg
15261,angry,./images/train\angry\15261.jpg
15262,angry,./images/train\angry\15262.jpg
15273,angry,./images/train\angry\15273.jpg
15278,angry,./images/train\angry\15278.jpg
15297,angry,./images/train\angry\15297.jpg
15318,angry,./images/train\angry\15318.jpg
15321,angry,./images/train\angry\15321.jpg
15325,angry,./images/train\angry\15325.jpg
15327,angry,./images/train\angry\15327.jpg
1533,angry,./images/train\angry\1533.jpg
15330,angry,./images/train\angry\15330.jpg
15344,angry,./images/train\angry\15344.jpg
15345,angry,./images/train\angry\15345.jpg
15352,angry,./images/train\angry\15352.jpg
15359,angry,./images/train\angry\15359.jpg
15363,angry,./images/train\angry\15363.jpg
15368,angry,./images/train\angry\15368.jpg
15381,angry,./images/train\angry\15381.jpg
15385,angry,./images/train\angry\15385.jpg
15390,angry,./images/train\angry\15390.jpg
15391,angry,./images/train\angry\15391.jpg
15395,angry,./images/train\angry\15395.jpg
15399,angry,./images/train\angry\15399.jpg
15404,angry,./images/train\angry\15404.jpg
15410,angry,./images/train\angry\15410.jpg
15413,angry,./images/train\angry\15413.jpg
15418,angry,./images/train\angry\15418.jpg
15433,angry,./images/train\angry\15433.jpg
15444,angry,./images/train\angry\15444.jpg
15464,angry,./images/train\angry\15464.jpg
15465,angry,./images/train\angry\15465.jpg
15471,angry,./images/train\angry\15471.jpg
15478,angry,./images/train\angry\15478.jpg
15480,angry,./images/train\angry\15480.jpg
15482,angry,./images/train\angry\15482.jpg
